nitrogen,phosphorus,potassium,temperature_c,humidity_pct,soil_ph,rainfall_mm,ndvi,soil_moisture,forecast_temperature_c,forecast_rainfall_7d_mm,market_price,market_demand_index,crop
73.28,63.18,40.11,19.31,56.86,6.04,784.09,0.571,0.496,19.96,61.98,2554.52,0.897,maize
142.78,45.49,45.89,33.65,71.23,7.27,1732.36,0.722,0.75,33.43,214.49,500.0,0.824,sugarcane
99.86,47.53,41.13,25.84,63.81,6.39,916.15,0.687,0.689,26.14,78.35,7093.46,0.859,cotton
97.49,43.15,29.93,26.61,81.78,6.67,1868.47,0.644,0.75,28.92,199.7,500.0,0.766,sugarcane
147.71,43.5,26.98,27.58,78.54,7.46,1580.78,0.811,0.75,29.25,118.4,500.0,0.661,sugarcane
105.48,54.07,56.74,26.13,82.64,7.0,1307.64,0.773,0.695,27.84,105.46,500.0,0.784,sugarcane
62.42,50.15,51.17,22.16,77.57,5.3,862.3,0.526,0.582,20.47,105.6,2188.8,0.651,tomato
54.68,56.31,27.53,23.09,43.14,7.69,428.75,0.588,0.448,22.73,16.58,5941.93,0.7,chickpea
23.35,60.87,26.54,24.76,54.86,6.89,283.02,0.488,0.407,28.25,119.07,6890.37,0.591,chickpea
99.95,28.17,51.58,32.04,54.38,7.05,675.35,0.609,0.379,28.83,96.24,7288.69,0.79,cotton
81.36,28.77,50.56,17.04,83.34,5.6,540.35,0.652,0.461,19.36,68.89,1918.2,0.706,potato
111.38,31.5,48.82,25.02,43.7,6.83,960.53,0.6,0.571,27.28,112.03,8113.04,0.713,cotton
86.44,17.03,17.87,21.81,57.3,6.53,943.51,0.652,0.627,21.71,75.33,2208.43,0.873,wheat
106.71,40.72,61.31,21.66,54.9,5.8,593.44,0.586,0.455,18.94,90.06,1560.18,0.699,potato
69.59,59.15,64.61,18.09,58.69,5.86,837.46,0.421,0.528,17.14,130.15,1646.62,0.819,tomato
95.91,47.39,44.91,21.46,38.98,6.8,503.5,0.623,0.299,20.62,93.91,1282.63,0.843,potato
15.6,51.45,26.8,22.79,63.18,5.92,601.9,0.515,0.575,21.49,48.42,5176.66,0.903,groundnut
98.92,53.7,45.38,26.37,68.82,6.25,819.73,0.685,0.584,23.86,28.33,2721.21,0.789,rice
130.19,30.97,39.37,20.81,55.86,6.42,580.63,0.696,0.428,21.43,74.81,2754.36,0.886,wheat
85.46,72.5,15.31,22.3,63.25,6.93,1003.11,0.59,0.606,20.85,72.47,2322.97,0.677,maize
91.25,44.9,19.41,21.95,66.97,6.78,696.36,0.69,0.449,21.29,40.35,1872.04,0.717,tomato
93.13,40.23,21.9,22.81,73.88,6.01,854.32,0.668,0.51,25.47,71.17,1771.6,0.676,potato
43.71,34.66,28.66,22.59,51.24,6.59,580.23,0.589,0.382,22.3,37.33,6974.51,0.848,chickpea
43.16,64.05,50.59,22.19,33.38,7.65,304.27,0.494,0.282,22.22,0.0,5220.75,0.698,chickpea
114.09,31.06,50.5,30.22,64.65,6.67,925.0,0.58,0.601,28.81,62.38,6609.98,0.787,cotton
79.46,71.48,49.58,29.55,63.7,6.74,737.71,0.635,0.483,31.89,92.83,4470.15,0.878,soybean
63.05,38.4,47.43,21.78,61.16,6.27,557.67,0.526,0.431,21.57,55.39,7411.51,0.704,groundnut
76.35,39.49,56.64,22.4,75.31,6.45,473.78,0.602,0.514,24.05,32.15,5738.63,0.818,soybean
23.39,64.05,31.46,22.9,75.21,5.08,653.31,0.47,0.506,24.02,85.39,5885.92,0.845,soybean
83.87,61.02,10.53,15.24,51.68,6.33,646.36,0.509,0.421,16.13,24.52,2589.77,0.727,wheat
110.11,53.58,54.47,30.12,82.11,6.73,1201.56,0.643,0.647,26.5,134.67,500.0,0.69,sugarcane
114.78,45.49,71.41,24.18,79.5,6.36,1421.69,0.724,0.75,27.49,192.13,500.0,0.804,sugarcane
43.93,65.24,24.57,19.06,44.91,7.21,324.04,0.533,0.312,21.19,0.0,6292.18,0.647,chickpea
120.38,25.58,50.98,31.27,93.83,7.09,996.76,0.737,0.665,31.16,108.2,2881.22,0.759,rice
89.45,14.25,43.44,18.81,73.83,5.5,830.88,0.567,0.487,16.92,37.13,2188.35,0.872,tomato
5.0,41.05,14.86,26.4,52.16,6.73,459.53,0.506,0.327,26.69,94.56,8025.83,0.785,chickpea
108.75,59.87,37.95,25.42,63.64,5.79,1058.5,0.777,0.596,26.38,53.33,2629.15,0.874,rice
36.04,61.89,33.48,18.14,47.34,6.51,456.37,0.352,0.398,14.88,31.52,6991.5,0.779,chickpea
56.95,62.23,31.91,32.53,56.64,5.54,849.85,0.41,0.507,32.25,99.51,5529.31,0.655,soybean
116.14,43.91,53.7,31.01,86.15,6.9,1026.75,0.624,0.606,29.99,85.46,2155.19,0.811,rice
91.53,26.25,43.05,20.19,74.26,5.97,1004.7,0.594,0.525,20.07,107.39,1993.31,0.735,tomato
33.44,49.47,58.66,21.99,67.05,6.45,1014.71,0.644,0.646,29.07,102.47,1584.88,0.739,soybean
7.91,67.4,80.67,26.5,61.16,7.05,342.76,0.56,0.381,24.96,16.07,4655.52,0.873,groundnut
43.17,45.02,19.03,30.77,77.57,6.3,657.64,0.395,0.517,28.29,76.21,4739.95,0.766,soybean
5.0,57.1,40.86,27.89,68.57,6.4,747.42,0.522,0.477,27.41,0.0,5015.09,0.722,groundnut
82.92,53.12,32.04,24.67,69.38,5.08,526.17,0.692,0.371,24.52,0.0,2166.03,0.605,tomato
117.7,29.05,46.32,33.21,70.81,6.52,1760.17,0.75,0.75,33.24,182.38,2461.32,0.839,rice
56.62,64.21,48.69,26.39,70.11,6.28,801.36,0.69,0.548,22.97,64.73,7549.07,0.803,cotton
119.14,50.09,65.24,28.01,82.66,7.12,1476.35,0.768,0.75,27.9,149.96,500.0,0.684,sugarcane
58.53,67.32,32.69,21.38,92.21,5.96,365.2,0.571,0.525,20.96,82.96,1541.71,0.694,potato
48.72,51.76,33.99,32.19,47.28,6.82,470.88,0.384,0.359,30.87,20.47,7807.84,0.62,chickpea
102.5,28.42,19.88,24.73,43.13,6.05,665.04,0.657,0.438,29.34,31.7,2578.21,0.789,wheat
99.83,56.91,52.46,32.09,76.12,6.32,1563.42,0.643,0.75,34.28,110.61,500.0,0.801,sugarcane
49.38,42.57,31.68,21.52,79.01,6.74,955.89,0.653,0.486,22.2,75.07,5604.1,0.716,soybean
91.8,42.65,27.94,21.91,59.38,6.72,638.6,0.601,0.527,18.53,74.66,2406.05,0.583,wheat
93.6,54.12,47.76,18.6,78.76,5.74,716.02,0.611,0.531,19.23,64.62,2222.27,0.838,potato
72.22,42.47,34.54,29.02,63.92,6.54,534.01,0.59,0.451,32.46,36.66,5043.0,0.911,soybean
102.06,32.1,19.73,16.23,66.28,6.23,967.04,0.521,0.564,20.19,27.58,2483.01,0.742,maize
89.19,31.02,26.66,28.24,48.85,6.1,516.63,0.583,0.403,28.79,30.64,8122.75,0.729,cotton
71.24,32.68,52.11,30.9,54.87,5.78,620.94,0.549,0.358,33.62,63.73,2298.38,0.828,tomato
40.21,65.08,17.06,27.91,52.81,6.22,621.49,0.617,0.445,28.13,82.99,6005.23,0.833,groundnut
57.04,41.63,54.07,21.54,60.73,6.78,765.12,0.624,0.553,19.78,112.41,2021.06,0.74,tomato
61.98,52.27,19.63,31.02,44.18,7.15,837.14,0.51,0.482,31.82,82.4,2447.54,0.831,maize
125.42,62.65,59.44,24.13,58.76,7.23,1911.29,0.877,0.75,27.65,154.92,500.0,0.864,sugarcane
128.81,50.73,38.89,14.2,87.59,5.66,689.47,0.619,0.498,13.12,20.54,2103.05,0.718,potato
67.92,63.05,39.77,16.45,73.27,5.03,719.68,0.493,0.561,19.03,94.37,1580.77,0.605,potato
113.44,45.08,50.2,23.15,80.23,6.05,808.61,0.737,0.517,21.19,55.83,2173.22,0.969,tomato
71.37,54.46,40.72,21.53,58.15,6.95,546.26,0.412,0.433,22.05,65.29,5443.28,0.628,chickpea
69.84,39.15,47.62,24.55,65.92,5.25,681.72,0.573,0.491,22.34,81.44,2750.41,0.737,tomato
58.52,32.04,51.98,21.16,68.36,5.66,778.54,0.559,0.509,21.93,42.61,1821.63,0.864,maize
75.45,43.98,10.06,20.68,59.83,5.93,706.58,0.6,0.497,23.21,61.67,1621.29,0.608,maize
82.29,54.89,48.92,19.53,64.4,6.37,809.51,0.546,0.537,16.13,96.81,1887.76,0.602,maize
106.43,55.37,36.38,32.31,72.0,7.08,818.63,0.684,0.5,35.2,65.48,2564.52,0.977,rice
48.59,52.59,27.1,25.06,59.95,6.37,609.41,0.606,0.468,26.47,71.79,5976.92,1.0,soybean
50.09,49.51,24.73,26.57,70.37,5.19,467.38,0.54,0.499,26.33,42.42,1656.94,0.833,potato
89.52,62.35,23.33,27.42,72.21,6.92,642.43,0.517,0.498,29.67,91.31,1935.68,1.0,rice
53.02,72.79,31.26,21.56,72.46,6.09,717.62,0.525,0.44,19.84,100.82,2871.1,0.864,tomato
18.71,72.63,27.88,33.71,62.56,6.09,455.22,0.451,0.385,32.24,23.65,5778.24,0.767,groundnut
48.97,72.81,13.72,22.12,49.68,6.61,433.78,0.563,0.339,22.23,7.69,6300.8,0.793,chickpea
113.41,36.48,58.11,26.48,48.05,6.53,826.31,0.799,0.445,27.17,53.02,7170.46,0.664,cotton
73.92,39.06,57.06,23.79,88.31,6.33,827.59,0.541,0.671,22.48,82.42,1984.61,0.708,tomato
122.82,71.4,39.57,29.12,80.78,6.8,1751.65,0.752,0.75,32.22,157.08,500.0,0.734,sugarcane
66.87,64.33,39.7,20.2,67.1,7.58,864.66,0.483,0.555,19.65,152.8,2656.43,0.65,wheat
82.3,54.7,38.3,16.95,67.85,5.63,790.31,0.594,0.569,17.42,50.1,1987.95,0.52,potato
77.71,47.93,49.96,21.86,57.07,6.88,725.05,0.634,0.448,23.26,102.19,5715.16,0.69,soybean
85.01,58.44,43.46,29.92,46.03,6.28,771.22,0.582,0.53,28.71,15.87,8178.19,0.656,cotton
54.58,41.48,24.29,25.02,30.87,7.55,290.68,0.595,0.292,24.39,46.53,5795.44,0.67,chickpea
78.8,78.19,38.57,26.16,58.63,6.08,738.09,0.5,0.551,23.91,59.27,7789.1,0.73,cotton
109.31,50.47,50.66,22.89,77.52,6.15,1544.73,0.764,0.75,22.19,133.18,500.0,0.869,sugarcane
68.41,52.29,37.04,19.85,51.28,7.47,970.1,0.584,0.435,19.78,60.03,2238.39,0.828,wheat
131.05,37.7,54.44,32.93,81.9,7.63,1443.53,0.666,0.75,34.46,119.37,500.0,0.965,sugarcane
111.03,52.69,32.05,21.33,71.43,7.07,774.23,0.639,0.489,22.53,54.99,6333.13,0.828,cotton
83.68,25.41,53.87,23.07,72.33,6.31,524.76,0.657,0.398,24.79,23.93,4867.28,0.697,cotton
89.97,53.97,32.83,27.27,71.08,7.42,593.0,0.707,0.433,30.02,119.83,6065.93,0.815,cotton
75.32,42.67,52.81,21.58,66.32,6.2,622.28,0.494,0.533,23.35,47.63,2272.04,0.911,tomato
119.8,46.76,52.49,20.96,73.99,7.03,1476.77,0.723,0.75,21.58,131.29,2015.79,0.931,rice
37.28,57.27,48.51,20.73,44.88,6.98,424.29,0.488,0.449,19.18,86.57,7400.71,0.556,chickpea
97.73,53.79,47.93,12.68,60.12,5.6,550.62,0.507,0.4,13.66,51.69,1977.52,0.581,potato
105.02,42.91,52.53,27.8,43.24,6.57,708.52,0.686,0.442,27.89,73.42,6251.82,0.635,cotton
108.0,36.12,29.5,22.15,71.39,6.41,817.33,0.673,0.64,24.28,68.97,2499.77,0.7,wheat
90.59,30.8,38.25,24.03,53.09,6.76,947.46,0.634,0.551,25.48,87.72,1491.76,0.869,maize
74.33,56.73,22.65,13.26,28.54,6.44,885.31,0.453,0.462,18.12,58.86,2084.37,0.717,wheat
73.87,56.0,28.72,19.89,73.52,6.14,344.35,0.534,0.337,20.09,51.26,2204.11,0.681,potato
63.5,52.4,23.86,25.69,83.54,6.52,772.61,0.731,0.508,27.47,58.71,5582.34,0.87,soybean
134.24,54.35,49.7,30.7,57.37,6.0,1280.49,0.715,0.652,30.61,132.53,500.0,0.956,sugarcane
77.84,44.96,33.67,21.46,55.82,6.08,420.23,0.571,0.451,20.38,30.8,7241.16,0.751,chickpea
127.92,36.55,63.42,29.33,65.85,6.06,870.39,0.645,0.544,31.85,74.2,7365.18,0.745,cotton
56.94,11.66,43.07,25.41,63.07,6.51,436.61,0.679,0.356,24.01,34.51,2641.89,0.902,wheat
32.54,40.83,57.82,15.74,53.31,7.05,592.78,0.518,0.471,14.3,66.42,2146.34,0.7,wheat
129.52,42.83,42.53,26.79,75.19,6.77,1304.26,0.605,0.656,27.9,161.17,500.0,0.719,sugarcane
50.42,48.52,35.72,23.54,59.89,6.53,608.8,0.6,0.486,23.1,30.34,4964.95,0.858,groundnut
111.64,65.17,52.62,22.49,85.36,6.74,1411.52,0.672,0.75,22.95,106.59,500.0,0.694,sugarcane
34.02,45.97,50.16,24.75,51.67,5.93,434.77,0.587,0.364,27.04,0.0,6602.87,0.796,groundnut
58.95,42.0,41.2,19.98,58.86,6.74,750.47,0.633,0.539,22.33,38.04,3129.87,0.811,wheat
98.7,59.26,23.89,20.04,67.75,5.68,480.41,0.692,0.487,17.68,0.0,1894.25,0.945,maize
72.1,63.8,49.67,14.78,35.91,7.01,532.79,0.501,0.323,17.05,50.43,7258.28,0.639,chickpea
86.91,49.56,50.37,29.43,50.02,7.08,1134.57,0.563,0.623,31.61,71.61,5159.45,0.83,soybean
148.49,56.02,46.22,28.26,74.05,5.97,2012.32,0.757,0.75,24.13,119.77,500.0,0.738,sugarcane
30.57,67.04,22.93,27.38,54.57,7.11,1051.31,0.566,0.65,23.21,82.41,4800.9,0.824,soybean
43.83,24.06,62.06,24.95,67.9,5.66,967.94,0.608,0.648,27.39,143.51,4333.24,0.769,soybean
62.0,48.89,31.45,26.05,80.76,6.49,665.26,0.585,0.486,24.59,93.13,2366.31,0.946,maize
87.03,36.3,48.53,24.65,83.01,5.77,485.95,0.626,0.454,21.51,29.54,2224.89,0.733,tomato
138.06,18.68,45.53,24.94,95.56,6.97,1259.03,0.88,0.75,25.09,212.42,2189.66,0.829,rice
37.35,48.75,32.38,23.98,57.56,6.69,741.65,0.549,0.495,22.87,17.98,2604.43,0.699,wheat
101.54,39.85,37.05,29.38,91.26,5.87,1354.84,0.649,0.75,32.4,127.07,1648.94,0.924,rice
109.96,50.54,47.14,26.8,100.0,6.66,678.2,0.69,0.536,28.02,132.01,1962.6,0.965,rice
98.71,53.73,29.14,30.03,78.05,6.0,520.01,0.601,0.467,28.27,26.21,1818.07,0.796,tomato
99.76,40.85,52.17,17.1,78.66,5.36,577.97,0.525,0.519,16.48,38.3,1748.71,0.719,potato
104.78,67.95,59.16,38.6,68.77,5.68,876.0,0.491,0.568,37.16,100.34,500.0,0.858,sugarcane
65.02,26.72,52.91,19.29,76.13,7.13,796.21,0.493,0.523,25.15,99.75,2160.81,0.794,maize
55.0,25.39,29.5,25.91,84.77,5.72,796.89,0.529,0.565,27.25,29.0,2132.72,0.882,tomato
87.86,35.06,46.04,33.93,65.22,6.03,545.89,0.58,0.429,36.77,72.63,5903.21,0.632,cotton
34.39,51.42,30.06,25.94,51.04,7.13,317.11,0.347,0.394,30.22,19.72,6743.08,0.732,chickpea
98.73,48.48,57.71,22.69,39.31,6.24,503.2,0.582,0.44,20.9,62.1,2201.41,0.829,wheat
87.49,17.95,42.93,28.42,67.13,6.6,996.65,0.612,0.614,31.68,141.46,6507.73,0.65,cotton
77.77,49.94,23.24,24.85,56.13,6.87,638.41,0.649,0.462,26.26,61.64,2926.43,0.706,wheat
79.52,42.15,26.8,22.6,86.17,5.67,650.98,0.611,0.503,21.44,82.13,2265.11,0.887,tomato
83.35,27.72,16.67,31.51,69.08,5.8,1149.41,0.67,0.648,33.42,103.9,1678.45,0.731,rice
45.25,36.24,43.78,20.81,45.91,7.91,491.34,0.555,0.361,19.64,99.07,8910.24,0.794,chickpea
123.15,49.38,36.77,26.33,70.6,7.23,955.84,0.811,0.667,25.04,144.64,500.0,0.913,sugarcane
58.8,45.58,48.84,25.14,60.8,6.27,450.59,0.583,0.437,22.83,0.0,3916.48,0.741,soybean
95.61,42.4,34.92,14.77,83.79,6.25,764.11,0.447,0.581,13.46,37.43,1440.84,0.738,potato
117.68,59.55,28.91,28.66,59.13,6.06,1768.38,0.619,0.75,26.77,201.78,2156.61,0.749,rice
38.6,47.12,32.89,8.0,63.6,5.72,569.69,0.413,0.45,8.9,123.33,1990.32,0.639,potato
74.87,33.83,49.24,24.31,56.19,6.35,752.01,0.561,0.469,21.73,64.87,7334.35,0.801,cotton
35.38,51.47,41.15,23.85,66.0,6.62,538.35,0.566,0.43,27.73,74.65,4589.38,0.76,groundnut
97.06,33.42,32.47,23.07,70.52,5.78,671.22,0.679,0.466,23.05,75.03,2242.02,0.881,rice
68.03,65.53,36.98,29.02,58.87,7.42,442.63,0.537,0.318,26.83,69.22,7192.14,0.843,groundnut
35.88,50.61,45.4,28.08,55.39,5.65,610.47,0.538,0.488,23.9,62.2,5515.72,0.711,groundnut
108.69,59.97,61.1,25.9,77.13,5.46,657.34,0.888,0.409,26.52,64.35,2481.6,0.83,tomato
115.41,58.68,52.93,23.19,79.96,6.42,1509.08,0.7,0.75,23.13,118.05,2206.7,0.904,rice
93.45,49.59,45.79,20.89,77.83,7.64,795.34,0.64,0.532,19.96,121.91,6981.86,0.917,cotton
22.08,63.93,79.51,31.14,47.58,6.54,502.95,0.424,0.332,32.18,5.89,3798.36,0.719,groundnut
69.25,52.51,38.45,25.36,66.38,5.86,613.31,0.573,0.465,25.02,50.06,2617.7,0.845,tomato
38.55,66.36,49.09,20.95,61.34,6.88,469.61,0.493,0.506,24.69,74.57,6264.82,0.529,chickpea
82.23,43.83,21.98,25.08,27.17,6.66,813.15,0.542,0.495,23.71,68.41,2740.54,0.8,wheat
69.05,39.2,34.51,22.32,70.12,6.07,432.28,0.705,0.459,20.2,61.27,1547.7,0.572,potato
79.95,28.39,65.0,28.8,80.85,7.01,1694.51,0.545,0.75,28.4,187.19,1945.84,1.0,rice
72.99,68.24,41.32,21.92,57.52,6.27,928.34,0.521,0.469,22.65,113.19,6216.94,0.652,soybean
12.52,66.89,25.96,16.13,47.39,6.71,367.52,0.338,0.343,15.15,4.12,8259.6,0.746,chickpea
38.0,78.84,28.63,20.66,53.42,7.78,534.54,0.532,0.44,20.75,72.99,4033.68,0.67,chickpea
147.81,45.82,49.77,20.51,53.42,6.99,731.63,0.645,0.427,21.59,50.93,6515.99,0.73,cotton
34.19,59.47,24.12,19.1,63.45,6.69,544.51,0.562,0.399,17.32,44.79,5438.59,0.712,chickpea
103.24,15.08,24.12,28.17,56.54,6.18,455.18,0.569,0.347,30.12,64.69,2784.27,0.674,wheat
48.09,30.72,55.21,26.64,80.85,5.25,778.06,0.559,0.503,25.56,73.73,2418.14,0.922,tomato
36.43,56.29,54.44,19.21,68.94,6.73,777.03,0.624,0.52,17.9,39.86,2207.8,0.904,tomato
68.91,38.9,43.21,29.52,58.96,7.37,737.86,0.619,0.55,29.79,56.1,6882.46,0.834,cotton
66.76,79.54,54.01,17.31,60.33,4.58,406.66,0.416,0.334,17.29,34.09,1558.9,0.725,potato
76.21,52.4,40.4,20.98,63.74,5.88,746.02,0.67,0.485,21.73,95.05,1864.11,0.806,potato
58.16,26.48,54.89,20.73,70.75,6.41,972.36,0.51,0.571,22.11,76.32,5824.69,0.714,soybean
101.34,41.0,54.99,28.61,59.05,6.48,774.17,0.55,0.474,32.81,60.72,7711.44,0.711,cotton
83.22,32.82,45.43,28.96,58.02,6.68,675.66,0.549,0.418,31.59,90.23,8088.92,0.75,cotton
69.65,10.63,43.82,23.44,74.89,5.74,581.26,0.626,0.385,23.73,0.0,2569.87,0.878,tomato
116.95,6.08,43.67,31.68,53.73,6.66,419.54,0.658,0.362,31.04,30.07,7305.7,0.706,cotton
37.29,63.12,40.35,23.81,49.24,6.64,325.52,0.529,0.343,25.55,22.5,5346.84,0.564,chickpea
108.98,42.75,29.41,28.62,87.0,5.95,1778.36,0.625,0.75,32.91,209.97,2396.18,0.833,rice
74.74,48.71,55.95,22.93,54.49,6.83,722.4,0.507,0.515,22.48,63.7,2332.17,0.903,maize
83.42,53.9,41.61,23.41,71.86,6.36,1509.26,0.708,0.75,22.56,188.51,500.0,0.88,sugarcane
87.39,53.07,37.91,22.49,66.22,5.31,770.42,0.584,0.564,22.19,97.42,1544.25,0.633,potato
112.76,19.42,36.97,25.75,54.36,6.68,743.82,0.887,0.496,23.1,68.34,7144.4,0.699,cotton
64.71,24.42,32.87,18.77,66.63,6.22,729.24,0.602,0.456,15.07,65.04,1866.92,0.832,maize
28.34,51.17,44.78,25.8,42.54,6.06,663.28,0.582,0.481,25.5,89.61,5849.12,0.589,groundnut
75.98,69.11,27.48,28.92,86.95,6.11,852.78,0.599,0.61,30.1,85.22,2496.11,0.935,rice
74.93,33.21,62.6,28.72,78.05,6.39,720.06,0.685,0.504,32.96,39.03,1827.49,0.671,tomato
29.61,57.76,20.97,11.3,55.22,6.87,340.12,0.45,0.433,13.84,41.93,3414.75,0.818,chickpea
84.28,36.89,40.63,19.97,62.76,6.0,740.87,0.615,0.474,19.59,56.48,2554.86,0.854,maize
69.63,34.52,55.63,25.39,56.3,5.9,521.1,0.657,0.371,25.71,70.28,2374.66,0.755,tomato
66.9,22.5,45.16,28.89,69.96,6.1,695.84,0.569,0.618,31.51,135.17,3151.96,0.939,tomato
43.37,71.84,27.55,16.12,48.29,7.78,443.18,0.44,0.311,17.2,79.12,6326.93,0.775,chickpea
80.43,54.73,41.25,22.59,76.94,5.48,882.31,0.564,0.597,26.58,86.83,4737.83,0.738,soybean
111.22,23.74,25.24,23.79,73.3,6.05,1127.08,0.718,0.656,22.34,36.56,1872.35,0.795,rice
144.53,45.44,44.46,30.57,58.25,6.57,1858.65,0.658,0.75,33.13,211.59,500.0,0.626,sugarcane
77.36,61.74,40.95,25.1,71.24,6.35,660.55,0.624,0.444,24.78,66.43,6168.46,0.907,groundnut
71.33,46.34,43.02,18.57,74.39,6.62,662.07,0.563,0.575,19.32,96.36,2216.02,0.826,wheat
139.37,63.76,48.36,35.53,73.87,6.93,1375.3,0.657,0.742,33.71,151.38,500.0,0.739,sugarcane
79.37,62.93,35.24,34.14,57.53,6.48,784.57,0.473,0.554,35.67,69.48,2200.31,0.846,maize
114.01,40.88,61.82,25.75,50.21,8.17,640.32,0.778,0.481,26.35,109.84,2454.31,0.772,wheat
58.33,40.61,35.8,19.8,46.35,6.68,702.28,0.548,0.46,19.58,66.01,2307.76,0.604,wheat
69.51,49.37,42.83,27.53,64.25,5.87,711.63,0.541,0.493,27.03,146.24,2381.82,0.917,maize
75.85,42.38,47.3,26.26,70.58,6.24,686.59,0.596,0.583,30.77,106.42,2011.53,0.709,maize
76.43,59.47,48.16,15.15,71.25,5.83,449.73,0.584,0.469,12.86,22.65,1651.51,0.791,potato
62.38,51.71,26.08,25.58,73.63,6.58,727.77,0.547,0.467,23.22,53.95,2139.64,0.693,tomato
96.58,35.02,53.53,30.06,60.51,5.63,753.35,0.593,0.605,31.38,98.54,8561.99,0.761,cotton
40.63,34.39,48.98,19.06,79.2,7.48,627.8,0.476,0.536,21.23,45.55,4483.38,0.747,soybean
17.27,52.37,17.62,29.05,58.87,6.16,380.25,0.529,0.47,31.48,17.87,4286.9,0.622,groundnut
101.92,54.23,49.34,22.29,43.09,6.19,824.98,0.705,0.512,22.45,70.88,6977.58,0.872,cotton
128.77,40.52,40.22,26.65,57.4,6.89,908.21,0.706,0.49,28.99,59.43,7094.27,0.483,cotton
79.23,21.43,26.91,23.09,46.25,6.75,462.95,0.602,0.353,20.65,73.96,2704.79,0.683,wheat
91.19,27.06,45.16,22.73,59.33,6.15,556.9,0.656,0.461,20.64,115.8,2338.95,0.872,wheat
70.35,28.68,24.95,17.24,49.03,5.79,762.98,0.482,0.514,16.61,75.49,2153.33,0.777,wheat
90.0,53.6,26.52,25.64,63.91,7.16,851.97,0.686,0.501,28.57,102.94,2529.74,0.802,maize
16.88,59.71,48.65,24.92,45.17,7.38,450.96,0.497,0.357,25.8,0.0,6008.54,0.737,chickpea
34.44,52.63,25.89,22.13,43.78,7.35,552.08,0.519,0.432,26.37,14.17,5297.37,0.769,chickpea
85.18,39.43,26.94,23.97,48.64,5.72,1033.82,0.69,0.593,27.03,116.76,2108.68,0.685,maize
38.38,53.3,43.8,21.76,49.06,6.8,531.86,0.505,0.423,23.85,50.11,6402.67,0.677,chickpea
28.95,50.04,49.61,31.11,84.5,5.76,460.53,0.506,0.419,29.51,0.0,5909.51,0.84,groundnut
95.07,49.38,42.25,28.09,73.57,6.53,1170.09,0.706,0.615,29.83,132.16,2417.79,0.818,rice
87.53,33.14,43.96,22.8,67.89,7.35,289.14,0.595,0.358,20.56,26.91,2121.46,0.739,wheat
120.68,39.67,53.99,36.29,80.49,5.87,1271.14,0.505,0.75,36.91,108.67,2372.0,0.8,rice
53.02,34.96,29.02,20.6,70.53,6.96,323.96,0.601,0.356,22.09,67.59,5667.99,0.659,chickpea
100.27,34.75,20.82,26.48,54.07,6.62,1100.35,0.719,0.645,27.02,96.6,2063.91,0.763,maize
92.21,39.87,68.04,15.16,65.8,5.24,656.86,0.542,0.481,13.9,50.73,1782.05,0.704,potato
89.53,45.9,16.87,21.67,85.8,5.33,1073.19,0.684,0.656,18.3,107.28,1864.91,0.939,maize
36.13,63.4,44.49,18.16,36.47,6.4,516.23,0.398,0.359,15.69,52.12,6270.52,0.744,chickpea
23.58,60.75,45.17,24.4,57.82,6.91,770.91,0.527,0.529,26.23,91.4,4660.85,0.686,groundnut
28.82,55.13,34.8,16.9,24.49,6.74,295.23,0.415,0.299,14.95,10.81,8218.97,0.778,chickpea
32.37,42.58,35.0,18.87,46.3,7.4,328.54,0.451,0.387,17.86,84.28,4987.98,0.882,chickpea
83.3,65.95,24.83,23.85,51.86,6.68,648.21,0.576,0.484,19.33,54.3,2506.22,0.838,wheat
99.96,52.52,38.91,26.64,61.8,6.08,587.84,0.681,0.482,25.08,71.92,2055.11,0.973,rice
101.54,62.31,36.7,27.96,82.16,6.34,1123.41,0.706,0.738,29.31,127.53,2413.96,0.857,rice
19.98,71.89,56.98,24.94,53.2,6.68,508.78,0.639,0.4,23.75,71.31,4461.92,0.762,soybean
72.34,47.39,49.61,17.86,74.42,5.49,609.64,0.45,0.457,18.99,24.78,1713.57,0.489,potato
75.36,49.04,54.4,25.77,82.52,5.94,643.53,0.636,0.542,26.5,74.55,2462.43,0.605,tomato
99.18,35.25,50.92,26.88,41.26,7.6,884.92,0.564,0.504,26.41,126.25,4732.77,0.7,cotton
120.73,7.56,49.07,22.61,69.25,5.82,824.29,0.768,0.557,21.93,80.98,2206.47,0.73,tomato
39.26,63.42,42.8,18.77,50.36,6.48,716.72,0.41,0.433,21.98,68.01,7088.85,0.692,chickpea
114.2,57.29,60.16,32.65,71.81,6.55,1451.73,0.693,0.75,31.69,88.68,500.0,0.922,sugarcane
31.19,61.93,17.56,21.98,41.89,6.82,246.93,0.554,0.28,21.76,39.28,5787.38,0.651,chickpea
69.81,71.92,42.66,22.4,54.8,5.93,415.74,0.607,0.351,24.81,107.45,1525.97,0.705,potato
83.84,17.0,41.52,14.72,59.88,6.46,668.24,0.47,0.438,16.19,44.94,2075.31,0.675,wheat
38.83,63.45,30.0,22.87,41.52,7.48,438.04,0.489,0.377,19.39,8.46,6212.91,0.713,chickpea
65.31,36.44,54.27,22.67,74.43,5.66,505.74,0.624,0.417,20.06,108.99,1266.8,0.866,potato
104.16,39.81,63.09,26.45,62.4,5.9,664.63,0.725,0.513,25.11,99.61,2334.18,0.877,tomato
